list_date,company,location,title,link,status,description
2023-01-25,Veolia Water Technologies & Solutions,"Boulder, CO",Software Engineer in Test,https://www.linkedin.com/jobs/view/software-engineer-in-test-at-veolia-water-technologies-solutions-3450709047?refId=6kgaEi3KVAPKye8WRzkYCg%3D%3D&trackingId=bs%2BlWjoiOg37cwinOwY%2Bag%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card,,"In this role you will be creating and influencing the development of software that supports leading edge instrument technology which provides for ultra-pure water solutions to pharmacies and for high yield microprocessor fabrication. You will be accountable for development of manual and automated test development for Software products impacting the Analytical Instruments portfolio.

Show more"
2023-01-23,JCW,"San Jose, CA",Software Quality Assurance Engineer,https://www.linkedin.com/jobs/view/software-quality-assurance-engineer-at-jcw-3450202820?refId=6kgaEi3KVAPKye8WRzkYCg%3D%3D&trackingId=wOUiR%2BH%2FWKZkl%2F4VJkptmA%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card,,"Do you want to be part of a medical device company specializing in lung solutions? As a Software Quality Assurance Engineer you will provide quality assurance oversight throughout the entire software development life cycle. This is a ideal opportunity for candidates who have experience within the medical devices space. This position is based in San Jose, CA and is on-site 5 days a week. If you think you'd be a fit for this role - Please Apply!



Show more"
2023-01-24,Navstar Inc.,"Littleton, CO",Expert Software Test/Integration Engineer,https://www.linkedin.com/jobs/view/expert-software-test-integration-engineer-at-navstar-inc-3448098131?refId=6kgaEi3KVAPKye8WRzkYCg%3D%3D&trackingId=kxtJQG7V4Xq2UhTdIRZUkA%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card,,"Would you like to perform rewarding work while contributing to the success of an established, growing company? Navstar is an award-winning organization that has a proven track record of successfully providing IT services and solutions both as a prime and sub-contractor on mission focused IT programs. Our employees are integral players in support of mission-critical programs focused on our National Security.







Show more"
2023-01-25,Capgemini,"Texas, United States",Software Engineer in Test,https://www.linkedin.com/jobs/view/software-engineer-in-test-at-capgemini-3449510595?refId=6kgaEi3KVAPKye8WRzkYCg%3D%3D&trackingId=sK1pmhL7l2PT%2B0F1kE4rLw%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card,,"Job Title: Software Engineer in Test

Location: Westlake, TX/Smithfield, RI (Onsite)

Type: Fulltime




Capgemini is a global leader in partnering with companies to transform and manage their business by harnessing the power of technology. The Group is guided every day by its purpose of unleashing human energy through technology for an inclusive and sustainable future. It is a responsible and diverse organization of over 340,000 + team members in more than 50+ countries. With its strong 55-year heritage and deep industry expertise, Capgemini is trusted by its clients to address the entire breadth of their business needs, from strategy and design to operations, fueled by the fast-evolving and innovative world of cloud, data, AI, connectivity, software, digital engineering, and platforms. The Group reported 2021 global revenues of €18 billion.

Get The Future You Want | www.capgemini.com


Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.

This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.

Click the following link for more information on your rights as an Applicant http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law

Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini.
Show more"
2023-01-27,Motion Recruitment,"Chicago, IL",Software Test Engineer,https://www.linkedin.com/jobs/view/software-test-engineer-at-motion-recruitment-3456691028?refId=6kgaEi3KVAPKye8WRzkYCg%3D%3D&trackingId=oSMw3u5YGD1PVQwFDEDqWA%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,,"Our client, a leading player in the communications and media industry, is looking to hire a Software Test Engineer to join their team in Chicago, IL.

**This opening is a 6-month long contract-to-hire position, with the opportunity for extension or conversion**





Show more"
2023-01-25,Airbiquity,"Seattle, WA","Sr. Software Development Engineer, Test (Security)",https://www.linkedin.com/jobs/view/sr-software-development-engineer-test-security-at-airbiquity-3450315457?refId=6kgaEi3KVAPKye8WRzkYCg%3D%3D&trackingId=mN%2FKCPSe3ARsGrctACENtg%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card,,"Sr. Software Development Engineer, Test (Security)
Seattle, WA (Hybrid) OR US Remote US Home Office (CA, FL, IL, IN, KS, NC, NJ, NY, TX & WA)
Regular, Full-Time Employee









Show more"
2023-01-23,Cyient,"Indianapolis, IN",SDET,https://www.linkedin.com/jobs/view/sdet-at-cyient-3451502320?refId=6kgaEi3KVAPKye8WRzkYCg%3D%3D&trackingId=53VaH22vnGlF3dtuTk38VA%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card,,"Job Role:
Software Development in Test
Location: Indianapolis, IN

Perform day to day testing of s/w upgrades/patches on medical devices, regular testing of API’s, debugging of code in C++, C# .NET as required along with DB fixes.


Show more"
2023-01-24,Piaggio Fast Forward,"Boston, MA",Software Engineer in Test,https://www.linkedin.com/jobs/view/software-engineer-in-test-at-piaggio-fast-forward-3450515144?refId=6kgaEi3KVAPKye8WRzkYCg%3D%3D&trackingId=jlFJ6Gr9WQgRt72oPLNUOw%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card,,"Who We Are
Piaggio Fast Forward Inc. (PFF) was founded in 2015 by the Piaggio Group (the Italian manufacturer that created the iconic Vespa scooter, I know, cool right?). We are on a mission to build technology products that move the way that people move. In order to bring products to market today, PFF is solving the problem of robotic interaction with people in dynamically changing environments. We're innovators, neighbors, and creators with a passion for local living and pushing the limits on urban transportation. We support a sustainable mobility ecology with healthy lifestyles and social connectivity available to all, regardless of age or abilities.







Show more"
2023-01-26,Centraprise,"Alpharetta, GA",SDET (Software Development in Test) with strong Python Exp.,https://www.linkedin.com/jobs/view/sdet-software-development-in-test-with-strong-python-exp-at-centraprise-3450831927?refId=6kgaEi3KVAPKye8WRzkYCg%3D%3D&trackingId=zY6EM8dqdFxfiIYiFbPB0A%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card,,"PYTHON IN DESCRIPTION --- SDET (Software Development in Test) with strong Python Exp.
Alpharetta, GA (Day 1 Onsite and Hybrid)
Fulltime (Permanent)

Job Description:




Show more"
2023-01-25,RED Global,"Collier County, FL",Software QA Engineer II,https://www.linkedin.com/jobs/view/software-qa-engineer-ii-at-red-global-3450998353?refId=6kgaEi3KVAPKye8WRzkYCg%3D%3D&trackingId=z64zRZe0YmvFVRc0ykCsbg%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card,,"Company Overview:
A premier global medical device company and leader in new product development and medical education in Orthopedics. Their corporate mission is helping surgeons treat their patients better. This organization has pioneered the field of Arthroscopy and developed more than 2,000 innovative products and surgical procedures each year to advance minimally invasive Orthopedics worldwide.







Show more"
2023-01-28,DBD Ventures,"Austin, TX",Senior Software Quality Assurance Engineer SDET,https://www.linkedin.com/jobs/view/senior-software-quality-assurance-engineer-sdet-at-dbd-ventures-3453550488?refId=6kgaEi3KVAPKye8WRzkYCg%3D%3D&trackingId=hGnTQcK4zJhQEM1xvzGM0Q%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card,,"Job Summary:


We seek a Senior Quality Assurance Engineer to join our team and help ensure that our software products meet the highest quality standards. The ideal candidate will have a strong background in software testing and a passion for identifying and resolving defects. The Senior Quality Assurance Engineer will work closely with developers, product managers, and designers to design and implement test plans, test cases, and test scripts and report defects to the development team.







Show more"
2023-01-27,Russell Tobin,"Los Angeles, CA",Quality Assurance Automation Engineer,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-russell-tobin-3456920559?refId=dJdhtmPAkqwmrnlg4RhO%2BQ%3D%3D&trackingId=P%2FaLAWgjFQtIaqySAYokqw%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card,,"**NO C2C**

Russell Tobin is seeking a QA Software Engineer (Automation) for our Non Profit client based in Playa Vista, CA. As a QA Staff Engineer (Automation) you will deliver testing initiatives that guarantee availability and stability of systems output. You will be responsible to develop and maintain the framework in such a way that it’s scalable. Align that framework with other product units to share and learn. The is responsible for designing and implementing the testing framework for the companies Technical Service project(s).


Show more"
2023-01-24,Apt,"Birmingham, AL",Quality Assurance Automation Engineer,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-apt-3452725908?refId=dJdhtmPAkqwmrnlg4RhO%2BQ%3D%3D&trackingId=8SvGEnhNwhAQNJ9iDfPU2w%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card,,"Responsible for development and management of automated test scripts based upon manual test cases, execution of automated test scripts, and reporting of defects – with the ultimate goal of ensuring high quality of the clients’ IT applications, as measured by post-production defects.
SCOPE
Show more"
2023-01-23,"InfoVision21, Inc","Chicago, IL",Lead Software Developer at Test,https://www.linkedin.com/jobs/view/lead-software-developer-at-test-at-infovision21-inc-3450410752?refId=dJdhtmPAkqwmrnlg4RhO%2BQ%3D%3D&trackingId=1HWMpf%2BpsdC4fmSAnqTdfA%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card,,"We're #hiring! For our Client

Title: Lead SDET
Location: Chicago/Dallas/New jersey (Hybrid)
Duration: Long Term
Show more"
2023-01-27,Robert Half,"Hillsboro, OR",Software Test Engineer,https://www.linkedin.com/jobs/view/software-test-engineer-at-robert-half-3452557107?refId=dJdhtmPAkqwmrnlg4RhO%2BQ%3D%3D&trackingId=wA6ETaIFpkEX0%2FftJGIZXQ%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card,,"A client of ours at Robert Half is looking for a Software Test Engineer with the ability to design, generate, run, and analyze tests. The ideal candidate will have experience with C, C++, C#, as well as Manual, Automated & Systems testing.




Show more"
2023-01-23,Apex Systems,"Beaverton, OR",Software Quality Assurance Engineer,https://www.linkedin.com/jobs/view/software-quality-assurance-engineer-at-apex-systems-3447527231?refId=dJdhtmPAkqwmrnlg4RhO%2BQ%3D%3D&trackingId=jRkTsMts65v89eiNtuljPg%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card,,"Traveling IT Field Service Technician
Apex Systems is hiring a Software Quality Assurance (SQA) Engineer with one of our clients!
Please note: This position is in person 100% onsite, not a remote role



Show more"
